V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100
0.5585864,0.64194024,0.5730002,0.4079686,0.54921323,0.74243486,0.90143394,0.5288316,0.24608415,0.15561394,0.48428836,0.53929836,0.6529499,0.12232165,0.3526315,0.5894319,0.063350186,0.46219832,0.15952507,0.5390321,0.252798,0.55657625,0.43086314,0.66906095,0.4719979,0.16210875,0.14912072,0.567913,0.32645097,0.5469855,0.8088795,0.61602235,0.60549104,0.12294835,0.6464826,0.16134223,0.7099967,0.4637569,0.5867326,0.41449824,0.60853946,0.56361383,0.34280184,0.55428725,0.2736692,0.7255075,0.3778707,0.48363397,0.28855997,0.09099798,0.55078864,0.22236422,0.04241933,0.58658695,0.31263113,0.4794898,0.6684356,0.2306582,0.62916017,0.5720873,0.6306294,0.5557164,0.2742098,0.2946784,1.0053612,0.23944326,0.40304062,0.74616563,0.5856004,0.16992104,0.6480033,0.5650555,0.16630165,0.528616,0.21160026,0.29957244,0.8767851,0.56274563,0.35698545,0.6589612,0.41826555,0.5474467,0.7852637,0.64069676,0.88821125,0.5332116,0.56188667,0.5921552,0.76267743,0.681392,0.6675555,0.3805193,0.3369761,0.35563368,0.42327815,0.18495055,0.694007,0.14373122,0.21085721,0.2094805
0.6621984,0.54129446,0.18764564,0.46397066,0.16810137,0.76914203,0.4336658,0.37780488,0.42092165,0,0.40006208,0.69191575,0.56902903,0.17834508,0.28382683,0.7982982,0.15460613,0.32785875,0.17020586,0.33600804,0.47202307,0.5592856,0.17040308,0.6589631,0.74811625,0.1983003,0.17868085,0.6727951,0.5468588,0.23355894,0.605199,0.76672834,0.6826544,0.26430124,0.6816145,0.21288481,0.4372248,0.44146895,0.5616022,0.69434035,0.6429678,0.6694534,0.57511795,0.2610451,0.21586807,0.7768565,0.38654438,0.6821069,0.6590715,0.030982912,0.5797086,0.43140185,0.3058703,0.470547,0.541327,0.3965078,0.47660044,0.49527752,0.3155934,0.44288588,0.7505599,0.48025033,0.39618587,0.40290216,0.5067039,0.044465706,0.76523244,0.5607043,0.5628735,0.32465893,0.7045345,0.749624,0.44565642,0.6123012,0.4100001,0.22025134,0.64338857,0.51553375,0.5792779,0.49681747,0.5294564,0.2826312,0.84337443,1.003067,0.8694235,0.59149975,0.546926,0.8601438,0.46380004,0.5432546,0.62251294,0.3544399,0.2970009,0.2264201,0.49403116,0.33609796,0.28274924,0.30441904,0.3388365,0.28663233
0.35612693,0.21849667,0.5052899,0.62532604,0.42117202,0.04126516,0.5137963,0.67578554,0.41455233,0.4492206,0.5370592,0.5014154,0.57343835,0.42279813,0.47619903,0.4440813,0.53399503,0.18583326,0.35585338,0.31875312,0.48355752,0.5933467,0.37395084,0.4021373,0.50293124,0.54923594,0.4675039,0.46121836,0.5629723,0.31400526,0.2735232,0.39500427,0.63048327,0.7329953,0.3370973,0.5847913,0.65450096,0.79210776,0.5654192,0.6638552,0.15027048,0.36111325,0.33545184,0.7413015,0.39547956,0.50711185,0.32089925,0.42394713,0.4853993,0.58906215,0.34492165,0.5075132,0.6428425,0.5004698,0.38307047,0.39992785,0.35494304,0.6475048,0.45642135,0.2857326,0.37868983,0.4955411,0.4116559,0.5946932,0.20904066,0.437185,0.30547345,0.44159335,0.45617887,0.6836816,0.5269802,0.40485787,0.5720601,0.306417,0.56552345,0.42674392,0.5375956,0.41990104,0.19710504,0.24605241,0.3177793,0.37613916,0,0.47205618,0.42594698,0.4721142,0.4028266,0.373958,0.33257824,0.40507144,0.2626516,0.6588804,0.338003,0.36987603,0.62941515,0.23090802,0.57306015,0.3501264,0.3101563,0.33322716
0.39233103,0.26423392,0.42845172,0.2672991,0.29829696,0.23665485,0.4851368,0.5431461,0.43265423,0.414215,0.54397297,0.3540374,0.45737416,0.3977899,0.41252697,0.18789516,0.645792,0.28807908,0.24153663,0.47689104,0.25301248,0.2829051,0.32393393,0.3605048,0.47695878,0.6207797,0.35010427,0.2917078,0.34048036,0.49954104,0.18127537,0.4302398,0.48454034,0.42075163,0.51173127,0.594077,0.53136337,0.36537713,0.10700181,0.673468,0.22555172,0.411919,0.36091554,0.54020363,0.35566735,0.3755233,0.20852137,0.3682274,0.29775304,0.61335826,0,0.48278344,0.36066577,0.26956332,0.43144304,0.5370461,0.5121561,0.19312283,0.47577834,0.50542086,0.2417268,0.39421445,0.50976735,0.3288864,0.33254707,0.34555385,0.2598951,0.27559778,0.3240996,0.5851862,0.43191254,0.18154378,0.39722532,0.34627613,0.42820072,0.49455613,0.61281085,0.40122724,0.10772087,0.32967436,0.39229125,0.3606573,0.23884468,0.4269273,0.47750556,0.46363232,0.21490751,0.40156186,0.5176282,0.42772478,0.42011303,0.6077951,0.2241239,0.28408095,0.3221273,0.61682725,0.34486404,0.35566968,0.21823017,0.54301953
0.40682384,0.34892818,0.4555828,0.36713693,0.47518098,0.17140661,0.34960142,0.4610926,0.42659968,0.2926756,0.39722115,0.55628294,0.2871136,0.5208578,0.35728425,0.32863507,0.55037606,0.37253213,0.46124327,0.58127326,0.33943722,0.19795087,0.55426174,0.57486796,0.51515794,0.5366235,0.42002058,0.08800818,0.4292272,0.45754772,0.23842749,0.38986367,0.19305217,0.54605615,0.4819518,0.5061437,0.2576406,0.5569871,0.7369297,0.6014645,0.55297935,0.5131879,0.30960444,0.2930208,0.4475386,0.5484708,0.4368476,0.4486618,0.35765696,0.18022019,0.32880253,0.33782244,0.35030514,0.42528403,0.5109954,0.07654171,0.44542035,0.45135176,0.40444994,0.4775055,0.4528579,0.29101077,0.6220377,0.45757288,0.46529794,0.4097448,0.244793,0.57231253,0.29697734,0.55377597,0.40844297,0.50108445,0.31087965,0.3075448,0.438989,0.44231766,0.5721338,0.48215598,0.24579728,0.3082098,0.5012841,0.38118285,0.14887571,0.44303966,0.32296836,0.24543343,0.36599785,0.24966754,0.55340767,0.5350199,0.21614799,0.36619622,0.5569708,0.73603916,0.49251735,0.6404246,0.50867194,0.33955204,0.36076662,0.4259102
0.6290251,0.51204544,0.9761013,0.62856555,0.35809773,0.51955026,0.57770765,0.7229439,0.6276947,0.65337026,0.8391124,0.78816986,0.8866583,0.79539204,0.5964147,0.76306653,0.60764015,0.5801588,0.74712294,0.62236166,0.40119916,0.41525802,0.6226369,0.73008955,0.70240986,0.6424478,0.5349493,0.31570715,0.72339404,0.8018167,0.4881544,0.62814957,0.7653484,0.7253282,0.88843286,0.71565765,0.62547034,0.7732373,0.47056288,0.62328064,0.6202384,0.86509037,0.9129527,0.6704528,0.9174317,0.5677956,0.5782387,0.6056316,0.82666105,0.8227575,0.60468864,0.45938808,0.65526605,0.7818281,0.37692875,0.64947474,0.6768489,0.8318477,0.7388453,0.4511053,0.39498466,0.55052,0.34865367,0.5507636,0.64955705,0.7822017,0.28604597,0.3104078,0.5240541,0.64114183,0.38209233,0.6517389,0.63236725,0.88220537,0.76752687,0.68541574,0.4617284,0.493645,0.8234947,0.48061264,0.88831764,0.5918644,0.99914205,0.67455095,0.46749306,1.159305,0.88287354,0.71131337,0.7380706,0.949403,0.6416273,1.0145031,0.43786654,0.7697775,0.7895726,0.8886507,0.73878133,0.7100826,0.37428772,0.8204994
0.40560138,0.4839536,0.2391069,0.37757483,0.27751815,0.485282,0.49042946,0.38190997,0.35105014,0.051855877,0.22425129,0.38993,0.40985525,0.051413536,0.19942972,0.30705082,0,0.255003,0.09016001,0.17025872,0.24399064,0.24677543,0.21220674,0.5002616,0.38344705,0.12873505,0.09994483,0.4348488,0.13677244,0.20696811,0.47424388,0.45381784,0.4044522,0.2340671,0.4369477,0,0.46012437,0.19809157,0.4031831,0.40127754,0.48895404,0.47619975,0.31916398,0.2543631,0.17951238,0.44507533,0.20926249,0.40623036,0.30741107,0.11086759,0.42294273,0.16636434,0.16749743,0.37202886,0.35370883,0.28334388,0.28873336,0.31109586,0.112223856,0.4167946,0.47577363,0.43547073,0.17457736,0.2534939,0.4713617,0.057798147,0.34434813,0.39190742,0.37017894,0.123120375,0.48854697,0.43322557,0.12584332,0.42834583,0.20887116,0.16098195,0.46970582,0.41661012,0.40398228,0.29376405,0.13166943,0.19802856,0.491916,0.4943963,0.54741067,0.36840165,0.4257902,0.5597607,0.34684289,0.5267779,0.43490702,0.2837031,0.26359633,0.20227094,0.3002357,0.31675372,0.36579055,0.23744428,0.24531022,0.105291665
0.565441,0.63746834,0.2642562,0.52350664,0.46921837,0.6243249,0.76171523,0.4349318,0.51785004,0.15159655,0.5302912,0.48445064,0.62844926,0.15186153,0.3651074,0.42953938,0.19470103,0.35409403,0.28553665,0.47880852,0.24074079,0.55381835,0.32214707,0.5366203,0.43910053,0.35862023,0.4440292,0.51768225,0.15161946,0.32030004,0.5116835,0.7124832,0.49565336,0.3400817,0.77419424,0.11817218,0.47847074,0.30000293,0.36861712,0.61138225,0.7643888,0.61953914,0.36239815,0.45619532,0.3759761,0.38162315,0.14878213,0.5658124,0.30196112,0.10417253,0.4412335,0.3486048,0.31641036,0.5101026,0.5453674,0.47961646,0.44646096,0.29188624,0.18788569,0.6334951,0.48615128,0.6313019,0.14808573,0.46120894,0.5571845,0.32593524,0.4318481,0.49154654,0.35403174,0.2798842,0.6008187,0.6920097,0.24429677,0.70958036,0.35507292,0.4382996,0.7659427,0.5442088,0.41764206,0.24711835,0.36816537,0.36058515,0.49694484,0.7919708,0.7955208,0.7855114,0.5300841,0.65018755,0.7319014,0.8064915,0.64627284,0.6579666,0.5028226,0.34987146,0.29282218,0.4804402,0.5312631,0.38544774,0.55957186,0.19602758
0.4823998,0.49659,0.32733467,0.68650347,0.58694947,0.5359054,0.4186829,0.6190336,0.35252985,0.7350921,0.38943648,0.44344974,0.25197625,0.51399237,0.4626124,0.46054184,0.8204469,0.29662713,0.4722034,0.4184578,0.22282189,0.15158731,0.21871075,0.38270515,0.1439815,0.38226628,0.4621113,0.5788823,0.44772187,0.3094807,0.29412675,0.51083595,0.5439191,0.3907835,0.29022568,0.61421394,0.28882244,0.5586926,0.2672868,0.49580842,0.2641671,0.429101,0.49847853,0.117119335,0.36412364,0.49992102,0.59250337,0.49325255,0.5233357,0.6040324,0.39023423,0.4978814,0.57416296,0.2540273,0.27986506,0.5369275,0.40857035,0.28627518,0.1186558,0.49766326,0.47668743,0.3103269,0.42273334,0.29533374,0.52855897,0.47781402,0.29132527,0.44313914,0.5824525,0.38815725,0.49084595,0.6095786,0.6151906,0.3520064,0.45790535,0.4528336,0.29117432,0.37572137,0.5592594,0.63321716,0.5562162,0.7659,0.55380356,0.19241577,0.36798918,0.31498492,0.29310393,0.2697916,0.31791317,0.33358467,0.41378552,0.48627704,0.5429051,0.36052325,0.5000987,0.29584146,0.43639737,0.5741136,0.5112756,0.46676254
0.5424093,0.66048807,0.75753367,0.10871589,0.3520035,0.15606377,0.44329792,0.49761742,0.21932586,0.42021477,0.50686246,0.61080444,0.57435155,0.5907521,0.43887407,0.5324281,0.67954373,0.3553758,0.36966234,0.38714004,0.6904048,0.39060465,0.31101975,0.3885493,0.5613966,0.49816734,0.43083555,0.22448649,0.653471,0.47457796,0.36906964,0.32846355,0.3960042,0.25452057,0.41545904,0.8875213,0.4568488,0.6223372,0.35489744,0.7776265,0.5303446,0.17845231,0.47079605,0.45335913,0.43863678,0.58613586,0.29912108,0.5977722,0.4703669,0.6057395,0.37790138,0.38258463,0.8440816,0.36854404,0.53156525,0.45785227,0.8486589,0.5108063,0.7872448,0.6157549,0.47899467,0.5479338,0.7362747,0.5874395,0.62137586,0.5720865,0.408051,0.6387174,0.3158012,0.69657665,0.52126575,0.48557538,0.1465329,0.19232878,0.64004296,0.5852913,0.59551966,0.3196671,0.37609547,0.44594023,0.28835878,0.46870038,0.3207311,0.3633489,0.5060499,0.35715508,0.44795242,0.45509794,0.5514364,0.5402618,0.45614403,0.626765,0.491769,0.51988894,0.5338856,0.6583288,0.56589603,0.48220128,0.28557888,0.37124527
0.34117112,0.39786094,0.341407,0.2772727,0.28967905,0.28786033,0.3218026,0.19462216,0.43960446,0.26764372,0.45454115,0.24391319,0.46846354,0.42417926,0.26055434,0.263695,0.44164708,0.2058928,0.54255,0.47415054,0.33056888,0.41991395,0.3930245,0.5903624,0.36338425,0.41042596,0.32921338,0.40816677,0.37773275,0.4212314,0.21978356,0.38564795,0.22455533,0.30540478,0.39226183,0.64946175,0.17400646,0.46084225,0.4658987,0.3540774,0.20055065,0.48673606,0.37512338,0.3643487,0.5601746,0.10462248,0.43329832,0.36251312,0.43727976,0.43768358,0.3378268,0.45762593,0.23972946,0.21782695,0.40798664,0.3970283,0.2929424,0.24149528,0.24983852,0.27284288,0.26407018,0.57236445,0.41291845,0.24012706,0.42847556,0.44972813,0.48055652,0.6029563,0.25935352,0.6975258,0.28238118,0.46072155,0.36142135,0.38073128,0.32029742,0.44646817,0.48978633,0.45993418,0.4508649,0.5818002,0.37835354,0.42458612,0.36086953,0.31377167,0.26731515,0.1476667,0.5075835,0.3141802,0.608444,0.22431996,0.35653397,0.47922122,0.3198966,0.3934999,0.41417077,0.35561845,0.46376818,0.49447513,0.61750126,0.47597003
0.47196534,0.4865614,0.57132745,0.41732758,0.30820608,0.5106043,0.42642367,0.08385593,0.39941138,0.5492551,0.6010977,0.6305084,0.63690656,0.6135622,0.41999224,0.47767752,0.67954814,0.62738377,0.5728812,0.63984734,0.41896755,0.5402408,0.6157093,0.5377624,0.48473,0.65264434,0.40550882,0.7448534,0.30599347,0.580832,0.32350695,0.45425045,0.5141157,0.41746816,0.21065794,0.60883933,0.3725698,0.37812746,0.57399017,0.55932486,0.1807631,0.56808996,0.5399614,0.35541403,0.6719053,0.38615197,0.33161762,0.53814197,0.4840225,0.38163224,0.46747023,0.7080781,0.25885332,0.44013572,0.47595674,0.55319136,0.58231276,0.39785746,0.6090998,0.2942702,0.37630707,0.5833117,0.39269552,0.37864977,0.40402022,0.7939774,0.421561,0.6358733,0.21873868,0.704983,0.40896773,0.21117084,0.30392966,0.16252147,0.43559784,0.47535038,0.39908743,0.46334684,0.40275788,0.54182845,0.6734739,0.57827604,0.49518,0.5117756,0.55766934,0.37102133,0.6393116,0.51803565,0.7309816,0.20593183,0.49739072,0.68154377,0.6980667,0.4338206,0.36114007,0.5755716,0.6617261,0.5217984,0.3826818,0.441661
